tweetDate,twitterId,handle,text,profileUrl,name,tweetLink,timestamp,query
Sun Aug 21 22:45:15 +0000 2016,15484198,georgegalloway,@harriet1dog @twychy1 A Pryke writes...,https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767492792843169793,2023-05-03T14:53:35.360Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 22:19:58 +0000 2016,15484198,georgegalloway,Please check out my new website https://t.co/ZhNQgOddsq https://t.co/MWfXfJ8KZw,https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767486429786148864,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 22:34:18 +0000 2016,15484198,georgegalloway,@BluMarTen DVD and Digital download Amazon iTunes HMV etc,https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767490035306364928,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 21:21:47 +0000 2016,15484198,georgegalloway,"@CContrapposto way too late, too late",https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767471788288778242,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 21:56:35 +0000 2016,15484198,georgegalloway,"@haghouse er, maybe you want to read that again...",https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767480544011616256,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 22:06:16 +0000 2016,15484198,georgegalloway,@haghouse thank God!! With you in charge of the reading class there would be no hope :-) aim before you shoot Councillor and good night,https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767482982076743680,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 22:39:26 +0000 2016,15484198,georgegalloway,@ukpakman But we've saved it forever:-),https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767491327516958721,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 20:54:55 +0000 2016,15484198,georgegalloway,@OrlaMariaMurphy Thank you Orla,https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767465027343384576,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 22:31:39 +0000 2016,15484198,georgegalloway,My new website has gone live check it out https://t.co/ZhNQgOddsq https://t.co/iIwyhuF6OY,https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767489370718867456,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
Sun Aug 21 22:17:30 +0000 2016,15484198,georgegalloway,@PrimedBrodie You are the creme de la creme Miss Jean. How nice that you remembered X,https://twitter.com/georgegalloway,George Galloway,https://twitter.com/georgegalloway/status/767485806458142720,2023-05-03T14:53:35.361Z,https://twitter.com/search?q=from%3Ageorgegalloway%20since%3A2016-07-20%20until%3A2016-08-22&src=typed_query&f=live
